Run,Temperature,Pressure,Feed Rate,Phenol Fraction,Cross Sectional Area,Weigth,Selectivity,Conversion,Yield
189.0,873.15,6.75,225.0,0.05500000000000001,0.2,0.1263000000000024,1.3333827316230689,0.2525757422776172,8.000127021484433
190.0,873.15,6.75,225.0,0.0775,0.05,0.09750000000000177,1.3333717234647802,0.1793075413608471,8.000098715856726
191.0,873.15,6.75,225.0,0.0775,0.08750000000000001,0.09480000000000169,1.333370374793599,0.17924568657934214,8.000095247957177
192.0,873.15,6.75,225.0,0.0775,0.125,0.09440000000000168,1.3333701768169377,0.17921921987891715,8.000094738890386
193.0,873.15,6.75,225.0,0.0775,0.16250000000000003,0.09430000000000167,1.3333701266488114,0.17922781969141233,8.000094609890747
194.0,873.15,6.75,225.0,0.0775,0.2,0.09430000000000167,1.3333701242276241,0.1792794954545864,8.000094603665001
195.0,873.15,6.75,225.0,0.1,0.05,0.08150000000000131,1.3333655249750382,0.13894421869061818,8.000082777365316
196.0,873.15,6.75,225.0,0.1,0.08750000000000001,0.07950000000000125,1.3333645199040516,0.13891934863100408,8.000080192967168
197.0,873.15,6.75,225.0,0.1,0.125,0.07920000000000124,1.3333643705706184,0.13890123839939578,8.000079808977192
198.0,873.15,6.75,225.0,0.1,0.16250000000000003,0.07920000000000124,1.3333643657390857,0.13899570144558454,8.000079796553502
199.0,873.15,6.75,225.0,0.1,0.2,0.07910000000000124,1.3333643198338176,0.13891472770081603,8.0000796785145
205.0,873.15,6.75,262.5,0.0325,0.05,0.21859999999999224,1.3334076904781085,0.36636039633422796,8.000191197993608
206.0,873.15,6.75,262.5,0.0325,0.08750000000000001,0.20309999999999395,1.3334010703909358,0.36637347552889377,8.000174175948937
207.0,873.15,6.75,262.5,0.0325,0.125,0.20099999999999418,1.3334001881546944,0.3662997222663901,8.000171907472316
208.0,873.15,6.75,262.5,0.0325,0.16250000000000003,0.20049999999999424,1.3333999747645895,0.36637277551306946,8.000171358786247
209.0,873.15,6.75,262.5,0.0325,0.2,0.20029999999999426,1.3333998898329236,0.36639296410320155,8.000171140402982
210.0,873.15,6.75,262.5,0.05500000000000001,0.05,0.12260000000000248,1.3333738470780976,0.21647101798165314,8.000104176391984
